From Date,PM2.5,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,RH,WS,WD,BP,AT,PM10
11-07-2021 00:00,9.22,60.5,24.7,85.21,3.18,19.41,0.19,33.42,4,4.67,26.29,88.88,0.86,231.14,991.81,27.8,34.61
12-07-2021 00:00,10.29,43.32,21.92,62.28,3.51,13.29,0.13,33.04,2.9,3.56,26.58,91.95,1.27,204.53,989.81,27.22,29.72
13-07-2021 00:00,11.37,1.3,1.74,2.79,1.35,11.65,0.25,31.6,3.71,3.36,30.87,96.06,0.93,206.99,992.17,25.38,48.26
14-07-2021 00:00,10.67,1.37,1.08,1.9,79.54,15.89,0.29,30.65,4.72,3.6,21.78,96.36,1.5,178.94,992.67,25.54,28.86
15-07-2021 00:00,7.57,0.03,2.79,1.3,78.44,14.18,0.27,27.56,3.88,4.12,23.29,86.56,1.89,184.01,990.8,28.25,27.38
16-07-2021 00:00,9.49,52.98,5.91,63.43,4.65,15.99,0.28,1.1,5.76,4.68,41.6,92.95,0.94,227.46,994.46,27.13,28.74
17-07-2021 00:00,8.37,3.85,,,79.35,16.99,0.27,0.64,6.16,4.52,29.09,95.82,1.23,240.38,995.35,26.69,25.1
18-07-2021 00:00,15.27,,,,79.48,16.02,0.2,1.1,6.25,3.7,35.57,96.06,3.05,241.96,995.06,26.5,45.65
19-07-2021 00:00,15.72,0.05,,,79.5,16.72,0.3,21.42,6.39,3.98,22.25,97.84,2.37,244.03,994.22,26.12,46.56
20-07-2021 00:00,15.93,0.31,,,79.47,15.47,0.15,33.62,7.98,8.87,38.78,92.24,0.98,256,996.5,27.66,58.7
21-07-2021 00:00,,,,,,,,,,,,,,,,,
22-07-2021 00:00,,,,,,,,,,,,,,,,,
23-07-2021 00:00,,,,,,,,,,,,,,,,,
24-07-2021 00:00,,,,,,,,,,,,,,,,,
25-07-2021 00:00,,,,,,,,,,,,,,,,,
26-07-2021 00:00,,,,,,,,,,,,,,,,,
27-07-2021 00:00,,,,,,,,,,,,,,,,,
28-07-2021 00:00,,,,,,,,,,,,,,,,,
29-07-2021 00:00,17.94,48.03,15.66,63.69,23.75,4.27,0.12,6.79,4.78,4.81,33.5,84.16,1.49,232.77,997.04,28.66,64.01
30-07-2021 00:00,16.47,58.69,12.18,70.87,24.93,4.97,0.15,6.75,4.94,5.29,31.04,85.1,1.31,240.18,998.29,28.63,62.97
31-07-2021 00:00,14.98,65.28,9.45,74.73,29.63,5.69,0.58,6.7,5.4,3.12,30.17,83.76,1.11,261.34,998.59,28.61,57.75
01-08-2021 00:00,13.46,105.67,3.13,108.44,30.17,10.6,1.41,6.74,1.64,3.27,19.88,87.25,1.13,255.94,997.44,27.78,55.16
02-08-2021 00:00,12.86,81.86,7.92,88.91,29.1,10.82,1.45,6.87,3.63,3.48,30.42,85.34,1.15,250.15,997.4,27.96,53.16
03-08-2021 00:00,13.17,75.49,7.2,82.37,27.96,8.86,1.45,6.93,2.36,3.06,25.44,89.25,1.11,258.59,998.38,27.57,46.84
04-08-2021 00:00,15.61,68.04,7.16,75.18,25.88,8.13,1.43,7.02,3.43,2.88,22.78,86.6,1.18,240.57,998.53,28.08,54.62
05-08-2021 00:00,18.87,67.57,7.1,74.68,26.12,8.01,1.49,6.93,1.21,4.73,33.01,80.4,1.15,266.68,996.21,29.78,62.54
06-08-2021 00:00,19.35,78.85,4.65,83.5,28.57,8.74,1.5,6.84,,,,,,,,,70.34
07-08-2021 00:00,20.61,68.86,8.93,77.79,29.62,8.48,1.57,6.99,2.15,3.24,30.59,80.54,0.96,284.36,997.1,29.91,74.24
08-08-2021 00:00,20.59,108.53,3.74,111.89,24.89,9.39,1.53,6.94,1.93,4.4,29.17,82.06,0.66,246.79,997.91,29.03,73.44
09-08-2021 00:00,19.04,75.23,6.88,82.09,25.84,7.74,1.48,7.24,2.35,3.02,31.75,80.53,1.23,201.55,998.93,29.06,72.1
10-08-2021 00:00,15.75,73.81,6.71,80.51,28.44,8.1,1.48,7.09,3.15,3.71,23.23,79.55,0.85,257.84,999.09,28.97,61.55
11-08-2021 00:00,13.88,73.58,7.57,81.06,27.52,7.75,1.49,7.23,3.5,3.95,26.29,78.43,0.91,255.86,998.94,29.02,53.8
12-08-2021 00:00,20.08,77.91,20.63,98.49,30.63,8.16,1.64,7.06,3.41,4.23,23.64,89.07,0.9,241.76,999.23,27.34,67.41
13-08-2021 00:00,15.12,64.53,25.44,89.97,27.29,8.04,1.59,7.26,3.83,3.72,21.93,84.79,0.8,264.03,998.7,28.12,55.8
14-08-2021 00:00,13.63,82.79,25.68,108.47,24.04,8,1.57,7.05,3.77,3.62,26.17,86.92,0.89,257.78,997.05,27.07,46.76
15-08-2021 00:00,15.56,119.96,31.76,151.72,20.01,9.91,1.8,7.12,3.56,3.05,26.56,94.44,0.88,150.23,997.65,25.73,43.97
16-08-2021 00:00,18.25,119.94,31.71,151.65,20.44,12.07,2,7.5,3.69,2.48,25.75,91.61,0.67,186.89,998.44,25.99,57.9
17-08-2021 00:00,17.84,108.36,30.64,138.99,19,11.14,1.8,7.47,3.48,3.48,22.42,87.07,0.77,189.56,998.62,26.66,64.73
18-08-2021 00:00,14.85,108.24,28.88,137.13,21.61,11.53,1.82,7.32,2.44,3.57,23.5,96.1,0.98,206.31,997.27,24.87,42.74
19-08-2021 00:00,14.54,129.73,33.43,163.16,20.51,14.77,2.02,7.21,2.73,3.92,31.88,96.9,0.71,233.76,997.1,24.57,46.03
20-08-2021 00:00,15.83,141.54,33.59,175.13,22.56,16.85,2.17,7.25,3.49,3.91,26.19,95.35,0.69,243.77,997.28,25.17,51.61
21-08-2021 00:00,8.58,129.96,32.19,162.15,20.94,14.63,1.85,7.27,2.25,3.98,19.41,95.61,0.87,274.6,998.49,25.07,35.31
22-08-2021 00:00,15.82,110.3,28.57,138.87,19.69,12.8,1.73,7.66,2.95,2.84,23.9,86.66,1.03,177.38,998.82,26.97,71.46
23-08-2021 00:00,14.48,90.73,26.49,117.22,21.88,12.77,1.69,7.59,2.87,4.03,19.34,83.1,1.16,187.72,998.74,28.3,67.52
24-08-2021 00:00,12.51,81.8,23.88,105.68,23.74,13.25,1.65,7.41,3.98,3.54,28.64,81.76,0.95,215.17,998.8,28.84,59.26
25-08-2021 00:00,12.02,97.77,25.75,123.52,27.26,13.78,1.72,7.37,3.06,2.98,26.8,81.45,0.77,230.66,998,28.74,56.56
26-08-2021 00:00,10.09,94.89,24.78,119.67,27.02,11.13,1.67,7.33,2.8,3.45,24.09,84.25,0.8,232.44,996.29,27.9,51.55
27-08-2021 00:00,15.32,98.74,25.7,124.45,28.26,11.22,1.79,7.66,3.46,3.06,33.76,81.55,1.01,219.01,995.59,28.6,66
28-08-2021 00:00,22.4,87.73,25.05,112.78,28.41,10.98,1.81,8.12,4.74,4.14,32.48,78.48,0.74,241.93,994.64,29.28,100.78
29-08-2021 00:00,22.69,113.13,27.27,140.4,30.45,12.64,1.86,8.03,4.38,3.75,28.17,81.45,0.71,245.34,994.51,28.64,89.04
30-08-2021 00:00,24.67,104.41,22.85,127.26,29.48,12.8,1.95,7.69,5.67,4.06,21.6,86.32,0.7,248.09,996.04,27.33,96.09
31-08-2021 00:00,16.98,110.66,28.82,139.48,23.63,12.28,1.98,7.62,4.49,2.74,27.99,97.58,1.72,189.76,996.15,25.02,53.26
01-09-2021 00:00,11.01,105.47,26.86,132.33,28.72,12.6,1.84,7.46,3.1,3.56,26.52,93.06,1.44,241.3,996.75,26.48,40.14
02-09-2021 00:00,10.27,73.02,23.81,96.83,28.14,10.69,1.65,7.69,4.7,2.99,27.15,88.21,1.19,190.04,996.89,27.3,37.27
03-09-2021 00:00,12.16,92.37,26.97,119.34,29.8,11.53,1.79,7.66,4.09,2.93,20.9,94.02,1.17,180.09,996.4,26.39,43.58
04-09-2021 00:00,13.04,96.31,26.1,122.4,27.2,11.66,1.86,8.06,4.37,3.19,27.36,92.29,0.93,216.46,996.79,26.56,41.88
05-09-2021 00:00,18.39,132.56,31.71,164.27,27.74,14.62,2.04,7.38,4.78,3.09,12.58,92.11,0.72,216.21,996.74,27.07,60.1
06-09-2021 00:00,14.26,119,29.31,148.31,28.33,14.73,1.95,7.72,2.23,3.22,23.14,89.13,0.85,201.61,995.99,27.5,56.52
07-09-2021 00:00,14.86,103.49,27.93,131.42,28.05,14.72,1.97,7.98,3.5,3.87,22.16,93.67,0.96,219.5,994.5,26.74,45.51
08-09-2021 00:00,8.51,79.13,25.22,104.36,29.9,14,1.76,7.71,3.52,4.21,21.77,93.84,1.45,218.24,994.06,26.34,30.8
09-09-2021 00:00,8.53,56.43,19.2,75.63,28.01,10.88,1.52,7.54,4.62,3.17,26.31,89.6,1.2,234.9,997.3,27.38,37.95
10-09-2021 00:00,10.6,60.76,19.07,79.83,29.73,10.79,1.53,8.15,4.8,3.6,21.98,87.06,1.23,226.89,997.3,28,44.47
11-09-2021 00:00,8.89,52,19,71.01,25.67,9.37,1.49,8.16,5.08,2.41,27.42,93.12,1.21,226.14,995.17,26.78,37.2
12-09-2021 00:00,8.69,78.69,23.55,102.24,20.52,10.36,1.6,9.11,3.97,3.67,29.85,95.24,0.87,250.01,993.63,26.35,28.7
13-09-2021 00:00,12.46,63.66,24.64,88.29,21.32,9.42,1.66,9.87,5.07,2.81,25.06,94.61,1.13,269.96,993.17,26.78,54.01
14-09-2021 00:00,22.7,66.79,24.38,91.16,21.71,8.02,1.63,9.55,3.26,4.32,23.4,89,1.06,261.35,994.49,27.68,87.81
15-09-2021 00:00,23.19,50.62,21.88,72.5,20.58,5.85,1.54,9.63,3.84,2.39,20.91,84.91,1.19,206.92,995.81,28.19,90.99
16-09-2021 00:00,21.62,42.56,20.04,62.61,22.85,5.25,1.49,9.01,4.47,3.7,22.85,82.05,1.25,206.63,997.25,28.27,85.2
17-09-2021 00:00,17.8,56.57,18.26,74.83,22.19,3.45,1.48,8.78,3.19,4.03,32.49,80.38,0.97,216.07,997.68,28.49,69.4
18-09-2021 00:00,14.3,63.99,20.95,84.94,24.53,5,1.55,9.46,3.71,4.47,23.76,80.63,1.12,198.44,998.47,28.81,59.35
19-09-2021 00:00,11.31,75.69,23.88,99.57,22.57,6.28,1.63,8.39,3.12,3.31,24.76,86.84,1.26,193.14,999.52,28.05,42.33
20-09-2021 00:00,10.15,98.74,24.74,123.48,21.3,7.66,1.72,7.71,3.05,4.05,24.58,90.37,1,226.41,998.95,27.48,37.01
21-09-2021 00:00,9.33,104.51,26.9,131.41,19.9,9.02,1.83,7.75,3.88,3.8,24.48,95.04,1.25,231.59,998.84,26.17,32.31
22-09-2021 00:00,14.99,123.63,34.2,157.83,16.65,11.17,2.02,7.19,3.57,2.91,21.84,93.86,0.97,245.27,997.14,26.61,54.46
23-09-2021 00:00,20.97,138.39,34.65,173.04,17.7,13.84,2.17,10.01,3.63,2.7,33.78,85.73,0.62,230.2,997.4,28.22,71.67
24-09-2021 00:00,21.57,125.21,20.58,145.79,20.84,12.74,1.95,12.78,3.17,3.37,22.47,84.95,0.62,215.56,998.38,28.13,81.39
25-09-2021 00:00,23.62,149.17,38.11,187.28,17.32,13.12,1.95,7.41,3.57,3.78,32.6,85.82,0.6,203.5,998.81,27.66,66.46
26-09-2021 00:00,19.15,90.7,25.09,115.79,15.58,11.12,1.84,7.6,3.85,2.2,27.7,88.41,0.67,208.15,997.27,26.95,74.55
27-09-2021 00:00,18.43,115.31,30.42,145.73,14.4,11.4,1.93,7.71,3.23,3.3,19.79,93.07,0.76,206.95,995.76,25.84,64.54
28-09-2021 00:00,15.57,94.06,30.37,124.43,14.26,10.06,1.87,7.98,4.16,3.56,22.68,94.91,1.51,185.73,994.85,26.04,54.85
29-09-2021 00:00,8.78,51.42,20.48,71.91,16.4,5.25,1.48,9.57,3.32,3.68,12.92,91.36,1.39,188.64,995.62,27.13,32.01
30-09-2021 00:00,12.93,83.22,21.63,104.85,14.54,6.02,1.65,8.31,4.24,3.18,24.31,90.38,1.71,143.72,998.33,27.36,46.35
01-10-2021 00:00,21.61,92.97,24.26,117.23,13.65,7.13,1.79,8.34,3.17,2.86,22.37,83.65,0.81,206.4,999.22,28.64,86.15
02-10-2021 00:00,27.79,80.72,28.47,109.19,13.2,7.81,2,10.64,4.14,3.06,24.2,86.67,0.58,255.86,999.3,28.38,104.52
03-10-2021 00:00,27.63,63.14,32.47,95.6,12.63,7.07,2.01,15.59,2.68,3.5,19.75,81.71,0.78,256.44,998.67,30.01,97.67
04-10-2021 00:00,28.56,52.99,27.86,80.85,14.59,7.28,1.96,15.43,2.83,3.05,36.07,80.14,0.85,247.05,998.25,30.45,98.99
05-10-2021 00:00,23.85,47.85,27.14,74.99,14.79,6.06,1.82,16.73,3.76,3.24,30.3,80.3,0.91,238.32,998.42,30.29,91.28
06-10-2021 00:00,25.71,54,33,87,16.21,8.27,2,16.88,4.46,4,20.52,77.95,0.88,196.71,997.76,29.99,91.41
07-10-2021 00:00,24.57,76.22,36.67,112.89,18.89,10.61,2.07,17.33,4.87,4.59,26.99,82.38,0.81,193.53,997.2,29.47,82.31
08-10-2021 00:00,17.99,82.64,28.67,111.3,19.73,11.45,1.9,9.93,3.61,3.45,28.91,81.44,1.32,171.19,998.17,29.53,65.42
09-10-2021 00:00,13.83,93.12,27.73,120.84,19.04,11.47,1.8,10.24,3.17,4.43,23.38,81.65,1.23,164.49,998.84,28.98,59.77
10-10-2021 00:00,19.61,99.04,26.3,125.34,18.45,13,1.94,10.09,3.62,3.19,16.89,82.3,0.92,178.19,998.87,28.5,73.07
11-10-2021 00:00,25.66,88.53,31.54,120.07,18.04,14.31,2.09,12.99,3.56,4.36,31.83,83.88,0.86,193.8,998.01,28.56,89.92
12-10-2021 00:00,34.04,85.56,33.5,119.06,19.26,15.72,2.17,14.3,3.36,2.81,21.43,80.76,0.88,198.33,997.5,29.54,113.24
13-10-2021 00:00,39.74,75.28,36.97,112.25,20.09,14.6,2.23,24.97,5.03,4.94,21.68,75.05,0.71,213.79,997.35,30.52,133.05
14-10-2021 00:00,56.4,75.84,36.24,112.08,21.02,15.97,2.5,21.82,4.12,4.21,25.38,74.13,0.74,228.88,996.86,31.53,187.2
15-10-2021 00:00,48.83,62.69,39.08,101.77,22.19,14.34,2.29,35.69,3.99,3.52,26.59,61.95,0.68,226.2,994.82,31.92,180.41
16-10-2021 00:00,42.95,47.93,48.73,96.66,21.31,12.01,2.18,41.22,2.73,3.32,33.53,58.5,0.77,241.48,994.21,30.61,167.38
17-10-2021 00:00,51.38,47.9,54.28,102.19,21.37,11.69,2.24,35.36,3.33,2.93,25.27,69.84,0.71,250.36,995.15,29.93,182.54
18-10-2021 00:00,25.6,43.84,42.89,86.73,21.56,7.77,1.87,26.13,3.76,3.46,27.72,74.25,0.79,279.71,997.9,29.99,110.55
19-10-2021 00:00,32.2,70.37,28.6,97.86,31.01,8.95,2.05,17.73,4.87,3.63,23.81,75.07,0.78,225.18,,29.16,131.34
20-10-2021 00:00,31.95,69.85,17.13,86.97,35.77,4.71,1.99,25.13,3.44,4.18,26.1,73.44,0.85,226.31,,28.97,124.3
21-10-2021 00:00,44.62,65.16,28.78,93.94,30.35,3.69,2.08,36.4,3.99,3.21,20.12,67.86,0.71,237.84,,29.62,157.8
22-10-2021 00:00,49.07,98.93,26.15,125.06,31.06,6.14,2.44,27.6,3.03,3.63,26.08,67.23,0.68,224.29,,30.1,175.17
23-10-2021 00:00,37.63,84.7,23.27,107.96,19.82,5.17,2.18,40.96,3.48,2.82,29.97,72.78,0.83,250.32,,29.44,133.14
24-10-2021 00:00,21.35,70.26,17.43,87.68,12.6,2.27,1.79,21.06,3.45,3.39,37.76,72.62,0.78,218.32,,28.67,82.39
25-10-2021 00:00,20.64,60.05,18.27,78.33,14.27,2.15,1.85,23.05,4.02,3.28,27.45,73.51,0.91,221.28,,28.38,82.92
26-10-2021 00:00,43.12,72.76,26.87,99.63,15.6,3.76,2.15,29.37,3.66,4.16,26.96,69.84,0.72,212.83,999.38,29.36,150.41
27-10-2021 00:00,42.28,63.82,29,92.77,14.56,4.88,2.1,40.5,2.76,4.22,28.09,57.61,0.75,207.55,999.9,30.13,140.34
28-10-2021 00:00,44.57,49.56,31.53,81.09,16,2.24,2.04,56.67,3.59,3.92,25.76,54.95,0.88,192.71,,30.1,151.41
29-10-2021 00:00,41.42,53.62,32.35,85.96,17.97,2.12,2.02,56.06,3.33,3.72,23.53,43.41,0.94,179.08,,29.7,156.41
30-10-2021 00:00,44.08,39.22,37.17,76.4,17.13,1.7,1.98,77.28,4.82,3.05,27.78,45,0.93,179.53,,29.61,159.49
31-10-2021 00:00,51.87,53.57,43.41,96.98,15.72,2.05,2.26,87.44,3.81,3.56,29.11,51.8,0.8,176.64,,30.07,178.62
01-11-2021 00:00,68.64,60.47,44.3,104.78,16.43,5.67,2.54,68.48,3.15,3.71,26.47,60.51,0.8,176.92,999.76,30.19,217.06
02-11-2021 00:00,70.47,62.1,44.1,106.2,11.92,7.27,2.55,49.07,4.68,4.19,33.07,60.82,0.82,195.27,999.77,31.57,217.43
03-11-2021 00:00,58.49,64.57,35.79,100.35,10.82,5.8,2.37,48.85,4.57,4.64,25.52,58.72,0.74,190.77,999.28,30.17,179.99
04-11-2021 00:00,69.37,52.74,34.67,87.41,15.23,3.6,2.2,67.75,2.83,3.07,20,56.63,0.82,182.99,999.15,30.69,151.07
05-11-2021 00:00,70.37,62.95,31.48,94.43,14.78,5.36,2.19,45.63,4.45,3.94,20.99,66.65,0.88,179.77,998.67,30.6,182.48
06-11-2021 00:00,42.34,72.18,22.83,95.01,14.13,4.9,2.06,24.58,3.05,3.24,26.9,74.87,0.76,190.27,999.07,28.63,127.08
07-11-2021 00:00,38.75,58.03,20.97,79,13.08,2.53,1.81,47.47,2,3.97,19.16,70.2,0.89,148.52,998.58,28.56,129.33
08-11-2021 00:00,54,43.75,51.01,94.76,15.37,2.23,2.1,66.25,3.36,4.85,25.18,56.79,0.97,214.09,999.69,30.6,170.2
09-11-2021 00:00,58.07,65.99,36.98,102.97,13.26,4.11,2.25,53.1,3.44,2.72,29.09,54.03,0.78,173.35,999.78,29.12,189.94
10-11-2021 00:00,53.15,48.57,39.12,87.69,12.75,4.13,2.14,69.7,3.32,3.86,25.8,46.52,0.82,178.68,998.91,28.98,173.76
11-11-2021 00:00,55.75,51,43.29,94.28,12.14,4.65,2.25,65.61,5.46,4.21,21.26,43.6,0.72,190.86,998.77,28.95,182.8
12-11-2021 00:00,53.35,47.01,47.36,94.37,19.79,4.26,2.28,74.06,3.59,4.04,26.79,39.76,0.84,165.74,998.55,29.21,177.17
13-11-2021 00:00,61.13,53.75,47.18,100.93,17.39,3.92,2.41,75.81,3.44,2.86,24.91,51.92,0.74,186.07,998.41,29.65,187.29
14-11-2021 00:00,62.74,55.59,40.11,95.7,13.11,3.9,2.33,54.24,3.47,3.28,29.08,62.61,0.69,195.84,998.2,30.57,187.15
15-11-2021 00:00,67.72,53.45,41.22,94.67,14.87,4.68,2.45,41.47,4.21,3.09,29.35,68.27,0.67,193.31,996.96,30.36,202.69
16-11-2021 00:00,64.7,46.24,33.55,79.78,15.41,3.93,2.35,34.12,5.13,3.39,24.36,66.85,0.7,189.06,996.31,30.58,189.6
17-11-2021 00:00,40.53,51.51,24.92,76.39,16.1,4.2,2.21,28.76,2.55,3.94,21.93,73.38,0.78,204.22,997.79,29.96,122.72
18-11-2021 00:00,24.96,72.49,14.8,87.29,16.98,5.12,2.09,12.41,2.57,3.78,22.9,83.45,0.7,186.91,998.37,28.51,82.74
19-11-2021 00:00,32.87,67.77,25.27,93.04,15.76,3.7,1.69,24.42,2.44,3.61,28.56,76.93,0.72,184.97,995.99,29.44,107.78
20-11-2021 00:00,38.05,73.32,20.78,94.09,16.27,6.23,1.47,18.94,2.88,3.46,26.18,70.53,0.81,182.01,995.2,30.64,128.94
21-11-2021 00:00,17.18,58.03,16.65,74.68,10.95,2.57,1.02,14.16,3.89,2.81,19.69,74.97,1.35,154.1,997.18,29.51,64.28
22-11-2021 00:00,21.56,79.24,17.27,96.37,6.71,1.14,1.1,1.83,3.49,3.34,26.3,81.66,0.74,187.53,999.91,28.11,70.38
23-11-2021 00:00,24.07,67.3,20.46,87.77,8.13,3.05,1.22,7.23,2.89,3.4,24.38,78.69,0.72,228.33,999.08,29.44,84.74
24-11-2021 00:00,47.22,76.9,21.22,98.11,8.01,3.96,1.45,14.88,3.46,3.83,25.94,77.34,0.64,231.68,999.23,30.49,205.67
25-11-2021 00:00,55.2,84.39,30.66,115.05,8.81,8.28,1.92,12.19,3.23,3.92,28.27,68.14,0.6,210.01,999.44,30.58,185.37
26-11-2021 00:00,51.09,77.34,40.98,118.33,7.39,7.17,1.64,25.14,4.73,3.63,29.99,66.03,0.61,201.22,999.76,29.9,168.27
27-11-2021 00:00,51.35,74.75,39.52,114.27,7.32,7.29,1.62,34.35,4,3.38,28.44,63.53,0.65,197.25,999.41,29.87,169.58
28-11-2021 00:00,53.16,81.76,31.07,112.82,8.54,8.9,1.62,36.56,3.62,3.95,23.38,59.58,0.79,169.83,,28.64,179.21
29-11-2021 00:00,44.47,69.42,34.55,103.97,9.22,7.04,1.36,42.73,3.95,3.76,25.85,52.23,0.79,149.04,999.88,28.63,162.78
30-11-2021 00:00,55.27,75.72,35.36,111.08,6.46,8.54,1.48,39.23,2.74,3.9,32.19,57.45,0.84,150.75,999.11,28.86,190.06
01-12-2021 00:00,40.38,70.32,23.16,93.47,7.64,3.84,1.44,14.81,4.6,3.54,33.29,83.72,0.99,186.35,999.69,23.29,114.19
02-12-2021 00:00,31.63,77.38,19.19,96.58,7.13,2.68,1.44,7.16,5.16,4.68,32.17,93.09,0.91,167.91,998.8,22.58,86.23
03-12-2021 00:00,41.17,129.35,18.15,147.34,1.01,7.47,1.75,5.18,2.63,2.42,24.32,82.8,0.55,206.22,999.73,26.11,134.01
04-12-2021 00:00,42.24,132.02,14.6,145.67,4.69,10.38,1.85,9.57,2.9,4.11,21.7,81.72,0.61,193.77,999.96,26.96,141.57
05-12-2021 00:00,44.65,148.04,19.18,157.57,6.83,12.09,1.94,9.73,2.85,2.77,28.87,79.81,0.65,187.44,,26.56,148.76
06-12-2021 00:00,53.15,92.56,28.42,120.96,5.75,7.9,1.65,20.92,4.11,3.42,29.28,72.19,0.59,197.47,999.94,27.44,172.67
07-12-2021 00:00,73.69,89.41,33.16,122.54,5.32,8.27,1.79,34.25,2.63,3.35,23.5,68.29,0.7,172.83,,27.89,234.35
08-12-2021 00:00,70.34,86.01,35.06,121.08,4.62,8.72,1.79,39.85,3.72,3.75,22.02,63.02,0.84,166.88,,28.16,220.45
09-12-2021 00:00,68.47,85.08,38.91,123.98,2.86,7.66,1.74,28.99,2.66,4.12,37.11,65.99,0.67,213.27,,28.18,208.74
10-12-2021 00:00,62.97,79.39,33.89,113.28,4.52,7.47,1.67,37.35,4.4,4.38,28.2,64.53,0.72,190.77,,28.61,205.43
11-12-2021 00:00,57.16,35.66,62.72,98.38,10.23,7.72,1.51,47.51,1.65,2.66,22.61,48.46,1.05,203.47,,32.36,189.91
12-12-2021 00:00,60.2,82.78,37.41,120.19,2.91,8.17,1.67,29.29,4.03,2.95,22.81,65.68,0.63,193.78,,28.06,188.72
13-12-2021 00:00,55.29,95.72,33.78,129.44,5.71,7.98,1.7,27.01,5.5,3.67,16.74,63.71,0.57,213.44,,27.6,183.85
14-12-2021 00:00,48.9,115.35,37.51,152.84,4.76,10.65,1.65,24.43,4.62,3.34,26.67,60.83,0.57,231.75,,26.65,169.21
15-12-2021 00:00,68.77,69.64,51.56,121.19,3.16,7.21,1.64,35.11,4.21,3.16,23.18,67.24,0.54,225.49,,26.45,215.96
16-12-2021 00:00,80.53,91.68,49.8,141.48,3.5,9.85,1.94,30.64,3.18,3.49,26.01,73.84,0.51,220.16,,25.57,248.93
17-12-2021 00:00,85.81,81.33,46.73,128.06,3.06,9.12,1.93,22.41,4,3.67,26.48,75.09,0.55,217.08,,25.42,255.64
18-12-2021 00:00,81.16,92.24,46.16,138.41,3.93,9.53,1.95,29.06,3.84,3.32,35.25,70.84,0.54,213.73,,26.21,248.21
19-12-2021 00:00,68.1,76.38,43.49,119.86,5.42,8.59,1.64,45.43,4.08,3.77,27.14,64.82,0.68,183.96,,26.48,207.89
20-12-2021 00:00,68.91,56.98,47.21,104.19,7.18,6.2,1.71,45.37,4.42,3.02,24.52,62.48,0.71,182.47,,26.32,213.32
21-12-2021 00:00,74.88,70.82,52.17,122.99,6.57,6.55,1.86,38.22,3.81,3.39,21.41,69.66,0.58,203.2,,25.65,227.85
22-12-2021 00:00,79.49,76.6,52.43,128.97,5.03,7.33,1.98,29.99,4.45,2.63,24.58,72.34,0.5,209.99,999.78,25.35,244.13
23-12-2021 00:00,73.33,93.33,49.24,142.57,2.57,7.19,1.99,37.49,3.76,4.29,23.28,67.66,0.47,221.35,999.85,25.44,233.29
24-12-2021 00:00,44.08,92.57,30.98,123.55,4.4,6.02,1.65,25.67,4.7,2.92,21.74,74.52,0.51,217.55,,24.56,139.32
25-12-2021 00:00,43.69,86.41,29.17,115.56,9.56,7.95,1.5,24.13,2.36,3.46,22.55,76.93,0.55,210.58,,24.51,144.59
26-12-2021 00:00,65.27,84.72,36.72,121.44,3.41,8.01,1.67,25.86,2.38,2.94,14.03,74.73,0.52,222.93,,25.01,202.54
27-12-2021 00:00,73.14,96.61,39.17,135.78,3.35,8.75,1.97,22.76,3.97,3.27,32.02,71.29,0.5,211.8,,25.64,231.29
28-12-2021 00:00,67.38,80.29,31.62,111.91,9.63,8.34,1.94,25.98,2.93,4.05,21.94,70.89,0.6,222.56,,25.48,220.38
29-12-2021 00:00,42.95,69.48,25.23,93.92,7.15,3.81,1.42,25.55,3.7,2.93,20.71,66.88,0.6,225.88,,24.79,153.13
30-12-2021 00:00,52.68,61.45,27.6,89.05,8.61,4.3,1.42,34.08,3.95,3.83,20.85,64.48,0.87,169.07,,25.59,170.92
31-12-2021 00:00,53.17,74.01,23.33,97.34,6.96,4.35,1.39,31.23,4.8,3.59,20.05,64.77,0.8,186.75,,26.5,172.46
01-01-2022 00:00,48.58,88.29,24.13,112.42,5.44,4.9,1.53,28.95,3.6,3.94,24.25,64.75,0.69,185.69,,26.55,154.06
02-01-2022 00:00,52.08,96.2,24.37,120.57,4.6,6.39,1.69,29.01,3.35,4.37,24.32,65.78,0.64,192.85,,27.44,162.62
03-01-2022 00:00,55,85.37,27.02,112.39,4.31,5.46,1.73,31.14,3.55,3.43,23.38,65.77,0.65,189.38,,27.43,173.7
04-01-2022 00:00,59.7,77.08,33.78,110.86,6.2,4.63,1.74,43.68,4.16,3.89,19.84,66.13,0.67,196.94,999.24,27.57,189.17
05-01-2022 00:00,75.5,89.98,30.74,120.72,6.51,9.83,2.02,31.53,4.62,3.54,24.72,74.2,0.54,210.47,999.73,26.83,226.38
06-01-2022 00:00,51.69,69.83,25.28,95.11,7.62,7.95,1.42,26.45,4.2,4.08,27.41,75.27,0.56,211.94,999.53,26,156.23
07-01-2022 00:00,61.42,69.39,24.92,94.31,7.28,6.72,1.4,33.04,4.68,3.85,27.56,77.89,0.66,164.98,999.41,25.1,182.44
08-01-2022 00:00,46.98,85.01,21.24,106.26,5.44,6.93,1.35,15.56,2.98,3.36,25.27,81.62,0.86,187.54,,24.26,150.17
09-01-2022 00:00,19.51,44.19,29.51,73.7,9.65,2.19,1.05,37.13,4.64,3.84,20.58,61.71,0.75,247.63,,23.25,77.13
10-01-2022 00:00,27.39,51.6,34.07,85.67,7.34,1.61,1.1,40.55,4.3,3.58,29.25,61.14,0.41,222.48,,18.95,111.23
